geoid,theme,amount
12095016902,Prop_OneRace_Black,0.533748205
12095014504,Prop_OneRace_Black,0.417051875
12095011100,Prop_OneRace_Black,0.080282311
34031181200,Prop_OneRace_Black,0.926229508
34031182400,Prop_OneRace_Black,0.914
34031181702,Prop_OneRace_Black,0.885579937
34031180700,Prop_OneRace_Black,0.916337286
34031124601,Prop_OneRace_Black,0.10162763
34031180600,Prop_OneRace_Black,0.807017544
34031180800,Prop_OneRace_Black,0.942084942
34031180900,Prop_OneRace_Black,0.742934051
34031181000,Prop_OneRace_Black,0.670800451
34031181300,Prop_OneRace_Black,0.896069869
34031181400,Prop_OneRace_Black,0.948984412
34031181500,Prop_OneRace_Black,0.939981533
34031181800,Prop_OneRace_Black,0.66765873
34031181900,Prop_OneRace_Black,0.199292974
34031182000,Prop_OneRace_Black,0.313432836
34031182100,Prop_OneRace_Black,0.325562701
34031182200,Prop_OneRace_Black,0.641158221
34031182600,Prop_OneRace_Black,0.892402888
34031182800,Prop_OneRace_Black,0.684512428
34031182900,Prop_OneRace_Black,0.523326572
34031183200,Prop_OneRace_Black,0.825870647
34031203600,Prop_OneRace_Black,0.404507711
34031124700,Prop_OneRace_Black,0.123793677
34031180204,Prop_OneRace_Black,0.114785992
34031143401,Prop_OneRace_Black,0.048272598
34031124202,Prop_OneRace_Black,0.040694006
34031182502,Prop_OneRace_Black,0.705666317
34031181101,Prop_OneRace_Black,0.886469673
34031143402,Prop_OneRace_Black,0.083150985
34031180302,Prop_OneRace_Black,0.665839537
34031180301,Prop_OneRace_Black,0.40592227
34031181102,Prop_OneRace_Black,0.822580645
34031183002,Prop_OneRace_Black,0.110557318
34031182701,Prop_OneRace_Black,0.450471698
34031182702,Prop_OneRace_Black,0.586901763
34031182501,Prop_OneRace_Black,0.898575744
34031183001,Prop_OneRace_Black,0.05958132
34031180102,Prop_OneRace_Black,0.324870167
34031180101,Prop_OneRace_Black,0.270800212
34031180203,Prop_OneRace_Black,0.106557377
34031124201,Prop_OneRace_Black,0.057684384
34003017301,Prop_OneRace_Black,0.046547711
34003011100,Prop_OneRace_Black,0.141931503
34003011200,Prop_OneRace_Black,0.140044994
34003011300,Prop_OneRace_Black,0.069213096
34003017200,Prop_OneRace_Black,0.038122605
34031182302,Prop_OneRace_Black,0.860986547
34031223802,Prop_OneRace_Black,0.02804612
34031182301,Prop_OneRace_Black,0.807086614
34031133701,Prop_OneRace_Black,0.315601429
34031133702,Prop_OneRace_Black,0.14323891
34031223801,Prop_OneRace_Black,0.031840796
34031264200,Prop_OneRace_Black,0.904394013
34031180201,Prop_OneRace_Black,0.6015625
34031183101,Prop_OneRace_Black,0.37816245
34031183102,Prop_OneRace_Black,0.297909408
34031264101,Prop_OneRace_Black,0.068401937
34031264102,Prop_OneRace_Black,0.049462366
11001005302,Prop_OneRace_Black,0.053917051
11001004402,Prop_OneRace_Black,0.206689537
11001010602,Prop_OneRace_Black,0.265015806
11001000804,Prop_OneRace_Black,0.059355227
11001003902,Prop_OneRace_Black,0.092426953
11001000101,Prop_OneRace_Black,0.039199333
11001001004,Prop_OneRace_Black,0.060158311
11001000102,Prop_OneRace_Black,0.018880647
11001003701,Prop_OneRace_Black,0.260525012
11001002504,Prop_OneRace_Black,0.411887383
11001000703,Prop_OneRace_Black,0.093857306
11001003901,Prop_OneRace_Black,0.156816015
11001002703,Prop_OneRace_Black,0.158071749
11001004401,Prop_OneRace_Black,0.116554054
11001001003,Prop_OneRace_Black,0.029279279
11001003802,Prop_OneRace_Black,0.218579235
11001003702,Prop_OneRace_Black,0.503243744
11001005502,Prop_OneRace_Black,0.114689709
11001000803,Prop_OneRace_Black,0.064122137
11001003801,Prop_OneRace_Black,0.141400408
11001000704,Prop_OneRace_Black,0.106315311
11001001304,Prop_OneRace_Black,0.062390671
11001001303,Prop_OneRace_Black,0.119430693
11001002704,Prop_OneRace_Black,0.228144989
11001002503,Prop_OneRace_Black,0.437959559
11001005601,Prop_OneRace_Black,0.047695391
11001005501,Prop_OneRace_Black,0.06043677
11001005602,Prop_OneRace_Black,0.082514735
11001005303,Prop_OneRace_Black,0.109375
11001005202,Prop_OneRace_Black,0.117989056
11001010202,Prop_OneRace_Black,0.279664755
11001007202,Prop_OneRace_Black,0.115968586
11001005203,Prop_OneRace_Black,0.108958838
11001005003,Prop_OneRace_Black,0.203491544
11001004703,Prop_OneRace_Black,0.280509374
11001005004,Prop_OneRace_Black,0.2885405
11001007201,Prop_OneRace_Black,0.206923376
11001005802,Prop_OneRace_Black,0.157236126
11001004704,Prop_OneRace_Black,0.924497556
11001010201,Prop_OneRace_Black,0.294054824
11001010603,Prop_OneRace_Black,0.205995388
11001010601,Prop_OneRace_Black,0.267519466
11001011002,Prop_OneRace_Black,0.214930765
11001011001,Prop_OneRace_Black,0.446146482
11001002101,Prop_OneRace_Black,0.709270433
11001007203,Prop_OneRace_Black,0.263157895
11001009510,Prop_OneRace_Black,0.873811266
11001005503,Prop_OneRace_Black,0.024759285
11001005801,Prop_OneRace_Black,0.055668703
11001010900,Prop_OneRace_Black,0.967989757
11001010400,Prop_OneRace_Black,0.96985734
11001009903,Prop_OneRace_Black,0.967707782
11001009904,Prop_OneRace_Black,0.962035225
11001009905,Prop_OneRace_Black,0.970903522
11001009906,Prop_OneRace_Black,0.956359102
11001002102,Prop_OneRace_Black,0.751974724
11001002201,Prop_OneRace_Black,0.635404896
11001002202,Prop_OneRace_Black,0.716082659
11001002301,Prop_OneRace_Black,0.563308506
11001006400,Prop_OneRace_Black,0.717574148
11001006500,Prop_OneRace_Black,0.046501706
11001006600,Prop_OneRace_Black,0.049667179
11001006700,Prop_OneRace_Black,0.085179856
11001006802,Prop_OneRace_Black,0.298487544
11001007408,Prop_OneRace_Black,0.985522982
11001007409,Prop_OneRace_Black,0.984039626
11001007809,Prop_OneRace_Black,0.962689194
11001007903,Prop_OneRace_Black,0.648126464
11001008001,Prop_OneRace_Black,0.289956012
11001009400,Prop_OneRace_Black,0.735893417
11001009503,Prop_OneRace_Black,0.680449764
11001009504,Prop_OneRace_Black,0.629441624
11001009505,Prop_OneRace_Black,0.836369447
11001009907,Prop_OneRace_Black,0.974145891
11001002501,Prop_OneRace_Black,0.555272542
11001002302,Prop_OneRace_Black,0.556461731
11001002400,Prop_OneRace_Black,0.476774194
11001007000,Prop_OneRace_Black,0.139784946
11001007100,Prop_OneRace_Black,0.490877797
11001006900,Prop_OneRace_Black,0.213370697
11001009507,Prop_OneRace_Black,0.878289474
11001009508,Prop_OneRace_Black,0.791679049
11001009509,Prop_OneRace_Black,0.813953488
11001009700,Prop_OneRace_Black,0.986143187
11001009801,Prop_OneRace_Black,0.972927242
11001002801,Prop_OneRace_Black,0.503832753
11001002802,Prop_OneRace_Black,0.3795404
11001004001,Prop_OneRace_Black,0.037394451
11001004002,Prop_OneRace_Black,0.06726297
11001003600,Prop_OneRace_Black,0.360288231
11001004201,Prop_OneRace_Black,0.063357283
11001004202,Prop_OneRace_Black,0.045100451
11001007407,Prop_OneRace_Black,0.947416413
11001006801,Prop_OneRace_Black,0.378067101
11001010700,Prop_OneRace_Black,0.072802912
11001009604,Prop_OneRace_Black,0.907469342
11001000300,Prop_OneRace_Black,0.046748351
11001000400,Prop_OneRace_Black,0.057342657
11001000502,Prop_OneRace_Black,0.036585366
11001004600,Prop_OneRace_Black,0.484926235
11001004801,Prop_OneRace_Black,0.30781759
11001004802,Prop_OneRace_Black,0.480757098
11001004902,Prop_OneRace_Black,0.283823529
11001007401,Prop_OneRace_Black,0.977060323
11001007403,Prop_OneRace_Black,0.984051037
11001000600,Prop_OneRace_Black,0.05619095
11001000702,Prop_OneRace_Black,0.098606645
11001007404,Prop_OneRace_Black,0.974284044
11001007301,Prop_OneRace_Black,0.177678877
11001002702,Prop_OneRace_Black,0.152869477
11001008301,Prop_OneRace_Black,0.131355932
11001001600,Prop_OneRace_Black,0.63690786
11001010500,Prop_OneRace_Black,0.474106042
11001009204,Prop_OneRace_Black,0.843473994
11001007304,Prop_OneRace_Black,0.96604132
11001003000,Prop_OneRace_Black,0.448986603
11001007502,Prop_OneRace_Black,0.977688532
11001007503,Prop_OneRace_Black,0.937580162
11001000902,Prop_OneRace_Black,0.037456875
11001009603,Prop_OneRace_Black,0.962535211
11001000501,Prop_OneRace_Black,0.07180768
11001003302,Prop_OneRace_Black,0.343020486
11001008402,Prop_OneRace_Black,0.321727019
11001009602,Prop_OneRace_Black,0.97148289
11001000802,Prop_OneRace_Black,0.074285714
11001001301,Prop_OneRace_Black,0.165081142
11001002001,Prop_OneRace_Black,0.60094451
11001007708,Prop_OneRace_Black,0.97326853
11001001402,Prop_OneRace_Black,0.146019161
11001004702,Prop_OneRace_Black,0.226376214
11001007601,Prop_OneRace_Black,0.930947465
11001007504,Prop_OneRace_Black,0.955651491
11001009902,Prop_OneRace_Black,0.969166349
11001002600,Prop_OneRace_Black,0.405618531
11001009601,Prop_OneRace_Black,0.964469619
11001000202,Prop_OneRace_Black,0.044878049
11001004300,Prop_OneRace_Black,0.218047102
11001004100,Prop_OneRace_Black,0.048563335
11001010100,Prop_OneRace_Black,0.170515098
11001004901,Prop_OneRace_Black,0.35062167
11001005900,Prop_OneRace_Black,0.19032967
11001009901,Prop_OneRace_Black,0.909174735
11001007901,Prop_OneRace_Black,0.685994175
11001001803,Prop_OneRace_Black,0.85641826
11001007406,Prop_OneRace_Black,0.9849985
11001003301,Prop_OneRace_Black,0.364893297
11001007604,Prop_OneRace_Black,0.924630262
11001007605,Prop_OneRace_Black,0.960552836
11001007603,Prop_OneRace_Black,0.924374042
11001008100,Prop_OneRace_Black,0.08390104
11001008200,Prop_OneRace_Black,0.076146403
11001008302,Prop_OneRace_Black,0.163157895
11001008410,Prop_OneRace_Black,0.381773399
11001008701,Prop_OneRace_Black,0.532139951
11001008002,Prop_OneRace_Black,0.228666667
11001008702,Prop_OneRace_Black,0.509240924
11001007703,Prop_OneRace_Black,0.974754851
11001007707,Prop_OneRace_Black,0.974393898
11001007709,Prop_OneRace_Black,0.950794464
11001007803,Prop_OneRace_Black,0.955988456
11001007804,Prop_OneRace_Black,0.965045593
11001008803,Prop_OneRace_Black,0.568215016
11001008804,Prop_OneRace_Black,0.775510204
11001008903,Prop_OneRace_Black,0.821705426
11001008904,Prop_OneRace_Black,0.906001446
11001008802,Prop_OneRace_Black,0.629463105
11001009810,Prop_OneRace_Black,0.982810486
11001010800,Prop_OneRace_Black,0.107747563
11001011100,Prop_OneRace_Black,0.850861902
11001009000,Prop_OneRace_Black,0.899833848
11001009102,Prop_OneRace_Black,0.848126233
11001009811,Prop_OneRace_Black,0.98799435
11001001002,Prop_OneRace_Black,0.110362528
11001007807,Prop_OneRace_Black,0.967708867
11001007806,Prop_OneRace_Black,0.954171934
11001007808,Prop_OneRace_Black,0.967394386
11001009201,Prop_OneRace_Black,0.377003205
11001009203,Prop_OneRace_Black,0.629005752
11001009301,Prop_OneRace_Black,0.532786885
11001009302,Prop_OneRace_Black,0.532514451
11001001100,Prop_OneRace_Black,0.085059498
11001001200,Prop_OneRace_Black,0.088663432
11001001401,Prop_OneRace_Black,0.076017131
11001009804,Prop_OneRace_Black,0.969723183
11001001702,Prop_OneRace_Black,0.51861131
11001010300,Prop_OneRace_Black,0.706749418
11001001804,Prop_OneRace_Black,0.857558986
11001001901,Prop_OneRace_Black,0.690734824
11001001902,Prop_OneRace_Black,0.716239316
11001005001,Prop_OneRace_Black,0.114716107
11001009802,Prop_OneRace_Black,0.985757884
11001009803,Prop_OneRace_Black,0.960847701
11001002002,Prop_OneRace_Black,0.601466993
11001003500,Prop_OneRace_Black,0.397387591
11001002900,Prop_OneRace_Black,0.297728043
11001003100,Prop_OneRace_Black,0.341527002
11001003200,Prop_OneRace_Black,0.499183451
11001003400,Prop_OneRace_Black,0.435616438
47157007300,Prop_OneRace_Black,0.346866097
47157021320,Prop_OneRace_Black,0.261108161
47157008500,Prop_OneRace_Black,0.023380874
47157020222,Prop_OneRace_Black,0.518817204
47157022410,Prop_OneRace_Black,0.950654206
47157005300,Prop_OneRace_Black,0.989722508
47157005700,Prop_OneRace_Black,0.988241582
47157021135,Prop_OneRace_Black,0.509153525
47157003300,Prop_OneRace_Black,0.062248996
47157021352,Prop_OneRace_Black,0.022086824
47157000600,Prop_OneRace_Black,0.989460632
47157021331,Prop_OneRace_Black,0.391707921
47157021138,Prop_OneRace_Black,0.546469367
47157021410,Prop_OneRace_Black,0.023784168
47157022130,Prop_OneRace_Black,0.962256325
47157010120,Prop_OneRace_Black,0.907609775
47157003400,Prop_OneRace_Black,0.273994638
47157000100,Prop_OneRace_Black,0.180938198
47157000300,Prop_OneRace_Black,0.984686064
47157000400,Prop_OneRace_Black,0.987748851
47157020610,Prop_OneRace_Black,0.761806452
47157001600,Prop_OneRace_Black,0.129288703
47157007810,Prop_OneRace_Black,0.97086644
47157002800,Prop_OneRace_Black,0.849154746
47157001200,Prop_OneRace_Black,0.356553998
47157001300,Prop_OneRace_Black,0.820906995
47157001400,Prop_OneRace_Black,0.921638468
47157001500,Prop_OneRace_Black,0.807333333
47157001700,Prop_OneRace_Black,0.488523573
47157001900,Prop_OneRace_Black,0.981012658
47157002000,Prop_OneRace_Black,0.94302554
47157002100,Prop_OneRace_Black,0.845007452
47157002400,Prop_OneRace_Black,0.872702824
47157002500,Prop_OneRace_Black,0.438663122
47157002600,Prop_OneRace_Black,0.07712766
47157002700,Prop_OneRace_Black,0.453974895
47157002900,Prop_OneRace_Black,0.063564875
47157003000,Prop_OneRace_Black,0.442205323
47157021022,Prop_OneRace_Black,0.655612245
47157021760,Prop_OneRace_Black,0.941455696
47157021758,Prop_OneRace_Black,0.933433059
47157022026,Prop_OneRace_Black,0.954017857
47157022132,Prop_OneRace_Black,0.964125561
47157011401,Prop_OneRace_Black,0.906196213
47157009202,Prop_OneRace_Black,0.058122639
47157009502,Prop_OneRace_Black,0.073765432
47157010002,Prop_OneRace_Black,0.933055734
47157010121,Prop_OneRace_Black,0.912669534
47157010001,Prop_OneRace_Black,0.962850853
47157011402,Prop_OneRace_Black,0.584461867
47157020543,Prop_OneRace_Black,0.930165587
47157020833,Prop_OneRace_Black,0.277065924
47157020544,Prop_OneRace_Black,0.847505938
47157021143,Prop_OneRace_Black,0.435384615
47157020658,Prop_OneRace_Black,0.670236014
47157020837,Prop_OneRace_Black,0.149677617
47157021021,Prop_OneRace_Black,0.647519148
47157021023,Prop_OneRace_Black,0.456503555
47157021355,Prop_OneRace_Black,0.214819182
47157021759,Prop_OneRace_Black,0.946156147
47157021548,Prop_OneRace_Black,0.549191848
47157022131,Prop_OneRace_Black,0.977548111
47157021354,Prop_OneRace_Black,0.558705162
47157021547,Prop_OneRace_Black,0.845037916
47157021757,Prop_OneRace_Black,0.960660661
47157022025,Prop_OneRace_Black,0.9660902
47157009201,Prop_OneRace_Black,0.060632949
47157009501,Prop_OneRace_Black,0.114716981
